symbol,fractionable
LECNF,False
RBGGF,False
TMLVF,False
ADEVF,False
ARGL,False
SNDH,False
LMMHF,False
ALAN,False
AJPLF,False
BKSH,False
AGSM,False
GETVY,False
HRLDF,False
BCLMF,False
SIGM,False
KNL,False
OLMIF,False
RBMWS,False
OGLFS,False
BKBEF,False
MUSS,False
NZKSF,False
RSBSS,False
HIUH,False
BRGSF,False
UUMTF,False
HSCNF,False
TKAGY,False
SIRR,False
KPJHF,False
DFASF,False
TIPUF,False
OGGCS,False
APGMF,False
FFDGF,False
BLLI,False
SCPT,False
BFFBF,False
RSBUS,False
FBBCF,False
KGTLF,False
CTILF,False
DOOSF,False
TFARF,False
AIAGF,False
MNTUF,False
ECHO,False
LCHIF,False
TURV,False
AUMTF,False
ATLRF,False
CLLIF,False
NTGN,False
ORVRF,False
IRPTF,False
PTMIF,False
THEPF,False
EVSSF,False
GXSFF,False
TMMTF,False
CBHR,False
SGPBY,False
RIRBS,False
PARNF,False
HHNNF,False
AEFSF,False
SMCYY,False
FQFC,False
VPTV,False
MSWCF,False
EMRN,False
CTRCQ,False
SZHFY,False
GTGT,False
LNDAS,False
APOOF,False
ARNGF,False
OTKMS,False
ERPNF,False
CSHKF,False
MGLDF,False
EPRRF,False
LGGFF,False
IGEPF,False
FESKF,False
PEGIF,False
BRMT,False
989CVR014,False
SEPI,False
VDAHF,False
QCKSF,False
HSSKY,False
DATHF,False
CRSIF,False
TMBBF,False
HYMOF,False
DEITF,False
AHLHS,False
QEPC,False
BWPPF,False
CLIGF,False
GOPG,False
CMO,False
KDIXF,False
TRPFF,False
RABKS,False
BKESF,False
PGYOF,False
ALBKF,False
CBCGF,False
PONB,False
OGFKS,False
CHNFF,False
GPLPF,False
MATYF,False
APHLF,False
NCRE,False
DBXSF,False
RECOF,False
RAYT,False
CTPUF,False
AMRPF,False
EPRA,False
OTGPS,False
FOSHY,False
AACH,False
NXXTF,False
SGRRF,False
OTSRS,False
WQTEF,False
LCAHU,False
PROS,False
AMTCQ,False
KPLLF,False
BNTT,False
LUCC,False
RHDGF,False
KNCNF,False
RSRL,False
OGDAS,False
STXEF,False
SFTWF,False
UWHGF,False
IFCI,False
ARHJS,False
AQIMF,False
SUGVF,False
GWAXF,False
RDLYF,False
CYUXF,False
AMLYY,False
OSCN,False
HRTFF,False
WNCHF,False
VERKF,False
AMIQF,False
HMCHF,False
22112H119,False
ATYM,False
DMCIF,False
ILDIA,False
AIOM,False
FBLV,False
OSEGF,False
MSSTF,False
SIFI,False
MVVEF,False
OPTBF,False
HNTGF,False
RSVDS,False
OSIN,False
NWYF,False
ICGL,False
PRRMF,False
RSULS,False
ATPHF,False
PPSF,False
RSMBS,False
CEYFF,False
DOWLF,False
VRDDF,False
CBDEF,False
PVDRF,False
AZRMF,False
LISXF,False
GACR,False
TASY,False
SRBGF,False
YGEHY,False
HRZZF,False
ADFT,False
RAZFF,False
PICJF,False
TSCLF,False
HLWD,False
FRSI,False
HWVI,False
CBMB,False
BGTK,False
KOMBY,False
FRRLF,False
NDDG,False
CMPRY,False
LWSOF,False
DTDJF,False
CBTH,False
LRENY,False
PNAT,False
NXTBF,False
PZZZF,False
CCASY,False
OGDJS,False
FSNJ,False
NGRP,False
RBFBF,False
VOTDF,False
OGLMS,False
MNBEY,False
AMRCF,False
VGGDF,False
OSNDF,False
KPOEF,False
APXX,False
ANGVF,False
RSCMS,False
LOGX,False
AVAXF,False
SVBDF,False
REBOF,False
CYDGF,False
SRGRF,False
RAGHS,False
LDOMF,False
ACHOF,False
HZNTU,False
TACJF,False
APVNF,False
KYMCF,False
ABMMF,False
SXEEQ,False
JJNTF,False
OTGSS,False
TBNAF,False
461SPC016,False
MGTTF,False
ILIAF,False
BKETF,False
NFTFF,False
ALRCF,False
BNDT,False
SPUAF,False
OTSMS,False
MHCRF,False
GLARF,False
BSMAF,False
VKVEF,False
PRHL,False
PESXQ,False
SSPCF,False
MENC,False
EVXXF,False
MSTUF,False
RCMGF,False
OGSYS,False
SEYE,False
IREEF,False
FAKC,False
HBEXF,False
PKDC,False
IINX,False
GPHG,False
MEGDF,False
TTEZ,False
SXPHF,False
PXSNF,False
EEOIF,False
KTNUF,False
CELTF,False
FBMCF,False
DDMGF,False
NAEX,False
PMBLF,False
WMAIF,False
RSBNS,False
CELMF,False
GMNGF,False
PEB.PRC,False
SFTCF,False
RLGMF,False
YBRHF,False
DPHAY,False
OKLOF,False
SUUB,False
OSPMZ,False
LPGDF,False
CPTHF,False
ATASF,False
DIZTF,False
TUDRF,False
ATBYF,False
VNDMF,False
CHPXY,False
TCAI,False
IRCC,False
KDXRF,False
KKOEF,False
PORSY,False
BNTOF,False
FJSGF,False
HEVVF,False
RVTTY,False
RCMW,False
PMKRF,False
TRNFQ,False
ONPPF,False
REMBS,False
FTRCQ,False
HDST,False
ALFVY,False
OSIIF,False
FYSSY,False
CHBU,False
GETPF,False
COFI,False
IHLDY,False
ADONF,False
ULUR,False
OTGOS,False
MOIFF,False
NILSY,False
NABXF,False
FRANQ,False
OXFCF,False
ITSHF,False
CBDNF,False
SBKK,False
GNCIQ,False
BPRMF,False
AVASF,False
FTNW,False
HUIVF,False
ANXNF,False
NOPUF,False
ETFBF,False
SOVTF,False
GIBBF,False
JETGF,False
NTEDY,False
TWTXF,False
FUAIY,False
STQNF,False
RSDGS,False
ZNGGF,False
TRZHF,False
NAGGF,False
NXEPF,False
RVVHS,False
PTRO,False
CSQPF,False
CBLEQ,False
TFCF,False
RCPTS,False
NWLTF,False
JJUFF,False
AGUNF,False
EKNPF,False
AYPCF,False
MTSKF,False
TTOFF,False
MCGRF,False
CSSDF,False
AZGSQ,False
ADHG,False
ALDR,False
OGGTS,False
TCPHF,False
WOIIF,False
AMIUF,False
MIIRF,False
ALDNF,False
SMMCF,False
TAALF,False
CFMXF,False
EFOR,False
SEBFF,False
ACPGF,False
SKUEF,False
AVTD,False
ACFFF,False
PTJYF,False
HLSTF,False
KAURF,False
DGMLF,False
NNMX,False
DFODQ,False
SQTI,False
KLTI,False
RTME,False
EESI,False
PTTOF,False
DSOX,False
MAGTF,False
RNAOS,False
BNPJF,False
RVVMS,False
FRSRF,False
CYRP,False
TSYRF,False
KNHGF,False
BOGMF,False
MZTLF,False
NPNZF,False
GRRDY,False
JRVMQ,False
EGGTF,False
SEPGY,False
KSLLF,False
IDINF,False
PTEO,False
CLGZF,False
SAK,False
FIISP,False
CMMXF,False
GRPBF,False
MYDX,False
BJAGF,False
AYFGF,False
MYMRF,False
IHSWF,False
OYRRF,False
GTHOF,False
KXNXF,False
QUTEF,False
TRSWF,False
NTNTY,False
DACLF,False
ALSSF,False
MFPBF,False
IMPHO,False
QUPPF,False
CCYNF,False
ANNMF,False
CAVVF,False
XERYY,False
RIII,False
PSUTF,False
BJJCF,False
SFTXF,False
TRXEF,False
PXLIF,False
SNSKF,False
ACASF,False
UPSN,False
PCRRF,False
PKNOF,False
NSLSF,False
SBDHF,False
BYWLF,False
GATGF,False
PRISY,False
MKCOF,False
870ESC019,False
CLFWF,False
PGEC,False
BHPTY,False
NGKKF,False
XRAPF,False
ZWBC,False
TPFPF,False
HZMMF,False
UMTAF,False
JUHLD,False
ETIC,False
EMYIF,False
TUPRF,False
IRDEY,False
IPWLN,False
GRAZ,False
LOVV,False
ALGBF,False
HLFAF,False
ATLMF,False
231CVR010,False
ENDYF,False
TTRHF,False
ANDOF,False
NQMIY,False
MTENY,False
ANHH,False
IHEMF,False
TOAVF,False
APEX,False
MPAD,False
OXXTF,False
VLDI,False
TRWLY,False
SCCPF,False
LTTSF,False
AGRIP,False
CBKPP,False
SXGLF,False
AMLRF,False
PSRJF,False
PLBN,False
SRCPF,False
DIVVZ,False
KNDEF,False
FSBB,False
BJGDF,False
BRVDF,False
OGSXS,False
OPHI,False
BHLD,False
MSYMF,False
OTSWS,False
KWBT,False
PTTPF,False
HITD,False
BILBF,False
EQUR,False
TREC,False
LBERY,False
PGSWF,False
WMLPQ,False
INVI,False
CHGJF,False
878CVR018,False
CYBNY,False
EBRPY,False
FOLGF,False
GPORQ,False
PRB,False
TCP,False
V010462,False
GHII,False
67012E104,False
CTT,True
GASSV,False
NXEO,False
OSPRU,False
SXCP,False
MLYF,False
NDVNQ,False
SFRFF,False
NZWFF,False
CMEY,False
GNBTQ,False
NZLRF,False
GDNEF,False
GFWQZ,False
98400U111,False
SFFRF,False
SPMLF,False
GKOTF,False
ONKCF,False
SKRRF,False
BTSNF,False
RSTCF,False
MMAYF,False
MLPLF,False
SLSOF,False
SHBTF,False
TPIL,False
DSNCF,False
YDGHF,False
PYCEF,False
TSWT,False
DLHGF,False
INDU_DELISTED,False
LDF_DELISTED,False
LHO_DELISTED,False
CONE,True
INSYQ,False
AMU,False
GSV,False
CALL_DELISTED,False
QXMI,False
HCRF,False
ATBBF,False
WINMQ,False
PLJJF,False
CSMOF,False
AQ,False
ABR.PRB,False
ARES.PRA,False
CAI.PRB,False
BKJZY,False
PYFRF,False
GMOFF,False
RSLMS,False
ARTR,False
SJUSF,False
ARGC,False
BCBHF,False
ALCPF,False
RSVGS,False
MFOYY,False
FFHPF,False
OTCAS,False
THPTF,False
RSYC,False
IHSI,False
JPTXY,False
MMHEF,False
HBIN,False
SOIS,False
QTVLF,False
MJSCZ,False
TPPIF,False
CRDX,False
DPSM,False
MCHSF,False
ZYQG,False
PNWDF,False
PNNLF,False
OPTZF,False
CGLOF,False
OLVOY,False
282CNT021,False
ASNGF,False
CCNCF,False
AFTLF,False
AUCOY,False
SCSYF,False
JIXAY,False
NOXOF,False
UGEIF,False
PRMAF,False
NPSTF,False
WRD,False
ANCE,False
PBDIF,False
ROSMF,False
HLAN,False
KIYOF,False
TKBGF,False
IQWLF,False
WLFDY,False
HMSVF,False
ISIVF,False
RSBCS,False
GYPPF,False
CNSNF,False
GLRP,False
FPIBF,False
BAFI,False
GTRR,False
AMEUF,False
PSRVF,False
XASJF,False
RSCVS,False
GLWA,False
RSEYS,False
CBOBA,False
RSCRS,False
CHOB,False
OGDIS,False
NIPAF,False
SKTCF,False
RCTC,False
MEPW,False
TRNX,False
COCBF,False
TREAY,False
DDLX,False
OTMES,False
IDFB,False
ENGPF,False
RCVBS,False
MAJLY,False
RSSIS,False
BCCHF,False
BBEDY,False
ZIVZF,False
DTTOF,False
OGDKS,False
KRNRF,False
RSBIS,False
CABB,False
SJOHF,False
LTKBF,False
ARAT,False
DSKGF,False
OECCF,False
RIRGS,False
WKPRF,False
URBDF,False
EXLMF,False
NEXJF,False
EVTGF,False
PDTGF,False
HRDDF,False
HHLLU,False
TMSMF,False
SENOF,False
ISESF,False
AKRXQ,False
DNGYF,False
FLLWF,False
TYIBF,False
VCTNY,False
EPPNF,False
PBSLF,False
FJHL,False
MYHI,False
RPSTS,False
LECFF,False
SPHEF,False
AKABY,False
PSZMF,False
ACETQ,False
ELOHF,False
SPNR,False
KANG,False
HACV,False
KSU,True
PSAU,False
CSWCL,False
PRAH,True
CBCY,False
ADOIF,False
ROX,False
HBMD,False
XIVH,False
MEN,False
H011806,False
NPCDF,False
VSYM,False
AEBZY,False
ASFZ,False
CNR,True
GGXXF,False
TAHO,False
JFKKU,False
IID,False
FSBC,False
GMHIU,False
DPHCU,False
096ESC017,False
GNMX,False
GSTCQ,False
R004277,False
XUSA,False
TDJ,False
DFVL,True
464ESC037,False
CVON,False
IAM,False
DISCK,True
ZBH.WI,False
KPFS,False
988CVR015,False
STMP,False
ZBIO,False
VAR,True
CMSS,False
MZF,False
PLAN,True
ICOL,False
FLYT,True
AMH.PRF,False
ETP,False
501CVR013,False
TDA,False
BDXA,False
GGGV,False
SDI,False
SAN.PRB,False
SOJA,False
TDE,False
781RGT022,False
SYV,True
MRCCL,False
SSPKU,False
FMK,False
TBLTU,False
RSVAU,False
ZGYHR,False
DMRI,True
RNR.PRE,False
MDLA,True
STLC,False
ZGBR,True
AVGG,False
FPRX,False
DSACU,False
TERM,False
VIAB,False
ALUS.U,False
SYKE,False
CMLFU,False
FJNK,False
ESGF,False
SCPE.U,False
BST.RT,False
IBKCN,False
ANH,False
FLXN,False
SOSH,False
SVNIU,False
TVPT,False
VGAC.U,False
NGAB.U,False
BDCS,False
MVNR,False
VIE,False
ALGRR,False
AGC,False
APTS,True
EQD.U,False
NP,True
DTUS,False
HGH,True
XLEY,False
464ESC0D5,False
AMCA,False
COWNZ,False
ALACU,False
NITE,False
KDFI,False
ORSNR,False
NPAUU,False
FINZ,False
MORL,False
SBLKZ,False
SAFM,True
NES,False
PASS,False
FRLG,False
THOR,False
UCHF,False
30151e814,False
WP,False
233ESC011,False
N70ESC012,False
F022618,False
HAUD,False
LMRKO,False
PIC.U,False
ESRX,False
PSTH.U,False
DMYQ.U,False
ATHN.U,False
RDUS,True
CHLD,False
CBAH.U,False
DWFI,False
ARVR,False
MUDSU,False
ATMR.U,False
JHY,False
DGBP,False
RWGV,True
PPGHU,False
NSH.U,False
ABR.PRC,False
EAB,False
HJPX,False
HLG,False
09175M705,False
GCC,True
VER,True
GDP,False
IBKCO,False
MLPC,False
GGZ.PRA,False
SCE.PRC,False
IBKC,False
WTIU,False
SNII.U,False
JMPNL,False
RIVE,False
IPOE.U,False
LORL,False
FSCT,False
CUBI.PRC,False
IEHS,False
CCI.PRA,False
LHX,False
DMRS,True
STWOU,False
MNIQQ,False
BBU.WI,False
SLT,False
ISRL,False
692CVR020,False
PBBI,False
PEB.PRD,False
SBNA,False
DPK,False
PSA.PRVCL,False
BK.PRC,False
GAB.PRJ,False
GBLIZ,False
PTK.U,False
SIC,False
TFC.PRF,False
HEWI,False
IPOB.U,False
FUT,False
MFAC.U,False
PRE.PRG,False
IFFT,False
BBF,False
CPSR.U,False
DISCB,True
NSEC,False
207944117,False
MNE,False
CUB,False
JHB,False
RTLR,False
EMSH,True
ZDEU,True
TLMD,True
LDRS,False
COF.PRG,False
LRET,False
FLEU,False
RPUT,False
NMY,False
KVSB,False
TLEH,False
LMRKN,False
829RGT026,False
PPDM,False
231992017,False
GAINM,False
DFHTU,False
ALTA,False
BPY,True
GGO,False
003RGT016,False
USOU,False
NEE.PRK,False
IGVT,False
GNOG,True
DHR.PRA,False
CFVIU,False
292RGT016,False
ESNG,True
MANT,True
NTC,False
FINS.RT,False
SPWRV,False
DZK,False
MFL,False
MNR.PRC,False
RUSS,False
LVOPP,False
CLDS,False
ETEC,False
RUSL,False
AMHCU,False
G57990478,False
MFNC,False
BTAQU,False
JOBS,True
TDACU,False
DYB,False
ECCY,False
219RGT065,False
BDCL,False
HNRA.U,False
339ESC014,False
DX.PRB,False
APSG.U,False
NGHCP,False
GFNCP,False
HTFA,False
PE,False
HCCHR,False
NLY.PRD,False
PPDF,False
256DIV014,False
TCO.PRK,False
TYME,False
MCADU,False
DVHL,False
429RGT053,False
DTJ,True
TFC.PRH,False
CMPI,False
PPSC,False
LOGM,False
GLUU,False
FORK,False
SMEZ,True
FIIIU,False
EMBH,False
SHO.PRF,False
WDRW,False
RFAP,True
UMH.PRC,False
QTS.PRB,False
HWCPL,False
LATNU,False
MRRL,False
SPQQ,False
BEAG,False
NEE.PRO,False
STND,False
MRACU,False
FLGE,True
NNA,False
PUK.WI,False
IMPX.U,False
NAV.PRD,False
FGNA.U,False
KCAC.U,False
AGO.PRB,False
TACA.U,False
LIII.U,False
KEM,False
NYMTP,False
NNN.PRF,False
EIGI,False
BANC.PRD,False
GLIBP,False
HPR,False
SMED,True
AIIQ,False
NIFE,True
PLCY,False
DUC,False
RSLS,False
NEBCU,False
IACA.U,False
GASL,False
RBAC.U,False
CAS,False
MLPE,False
IFIX,False
CYOU,False
301ESC0C4,False
GLU.RT,False
DLR.PRG,False
LNFA.U,False
GBDCR,False
BANC.PRE,False
BSBR.WI,False
RF.PRA,False
DEVSW,False
FVAC.U,False
VOLT,False
CHNGU,False
BNKZ,False
UWT,False
TCAC,False
HEWY,False
DMRL,True
TPTX,True
SOAC.U,False
CPTAG,False
UZA,False
PSA.PRW,False
745RGT035,False
JMEI,False
JCO,False
SDAG,False
PQLC,True
BSCJ,False
WRB.PRB,False
NGACU,False
LDRI,False
SCIU,False
CLA.U,False
NTUS,True
AGND,False
FSB,False
BDCY,False
720CVR034,False
IDSA,False
GDV.PRA,False
NFH,True
LTS,False
JTA,False
FXCH,False
POST.WI,False
RC.PRD,False
DCUE,False
RICE.U,False
FMCIU,False
VMACU,False
ZNGA,True
VALX,False
RNR.PRCCL,False
ORG,False
EVSTC,False
HOML,False
VWTR,False
RIV.RT,False
TTPH,False
WSML,False
QTS.PRA,False
DLR.PRC,False
RFUN,False
MCEP,False
BNIXU,False
EEI,False
FRAK,True
WRLSR,False
HDS,False
MDCO,False
TZACU,False
ITMR,False
STL,True
BRPAU,False
PPMC,False
RTL,False
RILYZ,False
GLBY,False
BSAE,False
THCBU,False
MLPI,False
ALIN.PRB,False
RTP.U,False
359CNT011,False
RWCD,False
IMFP,False
HCXZ,False
617990783,False
GUT.RT,False
OACB.U,False
NBLX,False
GDV.PRG,False
SUMR,False
SCE.PRD,False
PRE.PRF,False
SCOM,False
JPHF,False
AZPN,True
PBY,False
XDIV,True
LOPX,False
OCCIP,False
ITACU,False
SBE.U,False
292RGT024,False
XPOA.U,False
AEB,True
768RGT045,False
EWJE,False
FTF.RT,False
RWLS,False
SWAGU,False
UZB,False
WARR,False
UBIO,False
SAUC,False
BPFH,False
ROT.U,False
PRH,False
OCA.U,False
LBDC,False
OILD,False
MRLN,False
EBSB,False
TRMT,False
MTCH,True
QTS,False
LEVL,False
ONDK,False
TNAV,False
BXG,False
OTEL,False
LEAP.U,False
TIER,False
CISN,False
HCCCU,False
ZMLP,False
VTIQU,False
CCR,False
MVP,False
GSB,False
CHMA,False
FLAT,False
CHL,False
ZGYH,False
MFO,False
MYJ,False
TUGCU,False
NPTN,True
NAO,False
DPLO,False
AGM.PRA,False
AEGN,False
DDMX,False
EEH,False
NEE.PRR,False
LCYAU,False
TREB.U,False
CSOD,False
FUD,False
PCPL.U,False
BSD,False
GECCL,False
TKKS,False
NAV,False
STML,False
G2007L154,False
WBIN,False
LEGOU,False
WTRE,False
ACIA,False
FTV.PRA,False
DERM,False
DDG,True
SAIL,True
ROCCU,False
STAG.PRC,False
SPE.RT,False
AIZP,True
0029900E0,False
OMP,False
FMBI,True
DXB.CL,False
SOJB,True
CBPO,False
TAAG,False
NBA.U,False
IRR,False
PHH,False
VIV,True
RGLB,False
PKO,False
GDAT,False
MJJ,True
PRGX,False
EGIF,False
DSE,False
SNH,False
UN,False
VRS,True
PMOM,False
SPE.PRB,False
AJAX.U,False
PSB.PRW,False
INBKL,False
TFC.PRG,False
EXCVV,False
ENNVU,False
QGTA,False
MUS,False
GWIIU,False
ARTAU,False
WAIR,False
USB.PRM,False
LCAPU,False
VLRXQ,False
WBIE,False
SMLL,False
HCCOU,False
PPEM,False
TNP.PRC,False
HMTV,True
CTY,False
SCHW.PRC,False
KKR.PRB,False
JAX,False
JPMV,False
L0164E108,False
HF,False
CNST,False
EAGLU,False
HUD,False
KOR,False
USV,False
LPT,False
GSAH.U,False
TLND,False
GWB,True
ACKIT,False
GRAF.U,False
MRT,False
IPOC.U,False
TUZ,False
LOKB.U,False
XCOM,False
LJPC,False
HUBIF,False
GIX.U,False
478ESC080,False
IPAS,False
N07990059,False
PACA,False
FINU,False
GSS,False
BCYPU,False
FXSG,False
TLC,False
THMAU,False
EEB,False
NJV,False
TOTAR,False
YSAC.U,False
GPM,False
SAIIU,False
XLTY,False
NCI,False
NHA,False
049CVR012,False
NYV,False
MFINL,False
GDVD,False
GSLD,False
CNHX,False
GRSHU,False
CGROU,False
BXP.PRB,False
STPK.U,False
PCOM,False
BSML,False
568990915,False
SBG.U,False
ITCB.RT,False
YIN,False
CPAH,False
STXB,True
PJH,False
XENT,True
MCA,False
BNKO,False
GLADL,False
GLO.RT,False
UBG,False
SMTA,False
MBT,True
VXX,False
XPDIU,False
NHS.RT,False
WTID,False
FKO,False
GLQ.RT,False
DLR.PRI,False
LGC.U,False
BTAQ,True
FXCOU,False
HIPR,True
OCA,True
STI,False
PRSP,False
HR,True
HBANN,True
SFTW.U,False
RILYH,False
PRME,False
SLGCW,False
SGB,False
TCBIL,False
VXZ,False
MNTA,False
JBR,False
CLII.U,False
HSBC.PRA,False
ADRU,False
PAACU,False
BAC.PRA,False
CAS.U,False
GXGXU,False
SAGG,False
NXU.U,False
15942R141,False
025CNT015,False
ALACR,False
HEWP,False
GPX,False
PIY,False
FLOW,True
PFE.WI,False
DIET,False
USOD,False
ELU,False
WRB.PRD,False
MXIM,True
ELJ,False
FDUSZ,False
BGIO,False
CCMP,True
BLCT,False
DMRE,True
PQSG,True
LFT.RT,False
PAND,False
CTAC.U,False
GULF,False
MLPQ,False
AIW,True
IEIH,True
DLBS,False
TIVO,False
NEE.PRJ,False
PDLI,False
ISDS,False
CLDPQ,False
LALT,False
GLSPT,False
DMYI.U,False
LEXEA,False
FSNN,False
MBVXQ,False
AHL,False
ORPN,False
ALFA,False
STRZ,False
BRBR,True
EHT,False
JPLS,False
NVACU,False
MOTV.U,False
NHLD,False
VIA,False
COR,False
HLM.PR,False
NNC,False
S,False
AKS,False
004CVR049,False
ARQL,False
SNR,False
457CVR017,False
92556PCAL,False
MBII,False
ONCE,False
269ESC067,False
KLDW,False
SWBK.U,False
FRX.U,False
GFIN,False
FLIO,False
AMCIU,False
NMFCL,False
BMY.RT,False
EUFL,False
TRIL,False
LGVW.U,False
MUDSU,False
SEAH.U,False
HMLP,False
G63RGT024,False
MILE,False
NGLS.PRA,False
AMBR,False
GAB.RT,False
DMYD.U,False
BPYUP,False
TVACU,False
IBDM,False
ACC,True
DWT,False
067RGT019,False
LMRKP,False
CNBKA,False
JMT,False
ZIXI,False
FCCY,False
NGHC,False
N07990059,False
STSB,True
FRC.PRF,False
PACE.U,False
PAE,True
EVLV,False
GBBKU,False
DCRBU,False
AEPPL,True
COEP,False
KCA.U,False
LSLT,False
FRC.PRG,False
OPP.RT,False
JMF,False
SAF,False
JMLP,False
ETFC,False
LEND,False
AFGH,False
SPNV.U,False
MNR,False
WFC.PRN,False
AMH.PRD,False
GUDB,False
CENHU,False
INR,False
EERN,False
092992072,False
IECS,False
SCAN,False
KBLMR,False
GTS,False
GIPRU,False
DEFN,False
LVHE,False
RPLA.U,False
THGA,False
TACO,True
PAACR,False
232RGT019,False
OSN,False
AIMT,False
IRCP,False
DWIN,False
CBSHP,False
VEDL,True
SCR,False
WLL,True
PPLN,False
168RGT017,False
RWDE,False
JE.PRA,False
IMFI,False
LOAC,False
ASB.PRD,False
YCOM,False
GSAQ,False
CHA,False
INN.PRD,False
JAG,False
GIGL,False
SBM,False
GIK.U,False
SPRT,False
BAF,False
JPMF,False
BSJJ,False
VCF,False
MUDS,True
AMTD,False
GIX.RT,False
FCAN,False
MSON,False
WFC.PRT,False
QADB,False
EWEM,False
FLLC,False
VNE,True
SORL,False
HBP,False
GOODM,False
HBANO,True
OSIZ,False
HEWL,False
LGBT,False
ZF,False
DEH.U,False
858CVR038,False
ABR.PRA,False
IBMJ,False
LMNX,False
SCG,False
FDUSG,False
MIDZ,False
PRIF.PRC,False
MIC,False
SUNS,False
SLIM,False
PRNB,False
SCE.PRE,False
QADA,False
DNBF,False
ZCAN,True
G2007L139,False
HYND,False
SAMAU,False
ACGLP,True
IBMG,False
RILYG,False
EURZ,False
SMSA,False
GRUB,True
WTRU,False
HEWW,False
WRB.PRC,False
GGM,False
GSD,False
GPAQU,False
OLBK,False
GBGR,False
TAEQ,False
ABDC,False
EFF,False
NYMTO,False
PRCP,False
OFG.PRB,False
CCON,True
ASPPU,False
GV,False
464ESC052,False
IMDZ,False
EUFX,True
TSG,False
LIVKU,False
WHFBZ,False
BBOX,False
NYRT,False
GRBIC,False
SOLN,False
TOWR,False
MIME,True
WBIA,False
OSIR,False
ANDAU,False
UFS,False
DCUD,False
CART,False
MYF,False
INXX,False
DOGS,False
MVIN,False
BFYT,False
GRMY,False
TWO.PRE,False
BSJK,False
AXO,False
ETTX,False
464ESC0G8,False
ETACU,False
GSAQU,False
EV,True
OHAI,False
WEBK,False
BITA,False
UAG,False
MVCD,False
VGR.WI,False
MCF,False
TBCPU,False
WDR,False
PSM,False
NEOS,False
ARYA,False
STPP,False
PRID,False
PXUS,False
FCSC,False
VERT.U,False
ISBC,True
GBDV,False
FDUSL,False
ALIN.PRA,False
BMLP,True
TAWK,False
DTY,True
EJFAU,False
RIDV,False
IBM.WI,False
TIGOR,False
NBR.PRA,False
CCIV.U,False
NGA.U,False
USCR,False
JPNL,False
TLI,False
JNMF,False
INAQU,False
DWTR,False
IEC,False
TYPE,False
641CVR030,False
KOOL,False
NEV,False
055CNT018,False
WBIB,False
DTV,False
866SUB038,False
TADS,False
DWCH_DELISTED,False
FATT,False
LVL,False
829RGT026,False
OIL,True
GTYH,False
STBL,False
TOO,False
CUO,False
EMCG,False
IPV.U,False
QES,False
549ESC028,False
FMO,False
CADE,False
301ESC059,False
GDNA,False
ORIT,False
NPN,False
SHO.PRE,False
ELON,False
VGII.U,False
STIC.U,False
CTAA,False
609CVR022,False
TBND,False
812CNT012,False
VRNTV,False
CDMOP,False
GFN,False
WALDU,False
PEGI,False
PUK.PR,False
EE,False
GASX,False
SPAK,True
JPM.PRG,False
INFR,False
ORBC,False
BUY,False
CFACU,False
WGP,False
FPI.PRB,False
INOV,False
301ESC091,False
NEE.PRI,False
TENG,False
AGCUU,False
GYC,False
HCAP,False
MCADR,False
ECCB,False
AGO.PRE,False
RBNC,False
DBRG.PRG,False
BSE,False
PSA.PRC,False
HCACU,False
UCFC,False
GNPK.U,False
FLAG,False
LVUS,False
BFY,False
NEBUU,False
MCACU,False
NRGO,False
GNAF,True
GSUM,False
768RGT011,False
APXTU,False
TMUSR,False
WFC.PRO,False
IIN,False
SPRQ.U,False
SCID,False
PRE.PRI,False
292RGT032,False
PRIF.PRE,False
BMCH,False
IVAN.U,False
GLEO.U,False
FUSE.U,False
GGO.PRA,False
219RGT073,False
BSN.U,False
DIVC,False
CCAC.U,False
SNPR.U,False
GPCOU,False
TCBIP,False
SPAQ.U,False
PDEV,False
NGHCO,False
DTQ,False
PRE.PRH,False
PDAC.U,False
BPYU,False
PBIP,False
PTVCA,False
MR,False
CHAC,False
WFC.PRV,False
RTPZ.U,False
EFFE,False
MUTE,False
ATCO.PRE,False
TWNT.U,False
OPP.RT,False
LHC.U,False
REGI,True
ESGL,False
ALAC,False
DMRM,True
VTAQR,False
SLCT,False
MSBF,False
INWK,False
PMR,False
JTD,False
SPXZ,False
MNCLU,False
BUYN,False
ENFC,False
CYTX,False
MSP,True
KIN,False
BREZU,False
ONFO,False
CLDB,False
ROCRU,False
MYL,False
DVD,False
TWO.PRD,False
RESI,False
MIDF,False
TCTL,False
MLNX,False
PDLIV,False
SOGO,False
MTSC,False
HIVE,False
TPVY,False
USDY,False
GMTA,False
GGGVU,False
OCDX,True
DEACU,False
DBKO,False
WCHN,False
GS.PRN,False
FTSI,False
LMLP,False
DCRNU,False
USB.PRO,False
CPAAU,False
IEME,False
RENW,False
RDS.B,False
KBLMU,False
RBIN,False
BVFL,False
SDYL,False
BOKFL,False
BAC.PRC,False
H33990013,False
PSA.PRE,False
744CSH024,False
TRYP,False
CAI,False
HYACU,False
GCACU,False
GWACU,False
LDL,False
CROC,True
JPM.PRH,False
IBCD,False
OFSSG,False
451CVR021,False
OLD,False
BRG.PRA,False
INST,False
LOR,False
CZR,False
BFO,False
CIICU,False
NXQ,False
928CVR018,True
TSU,False
172CVR011,False
WFTIQ,False
DRYS,False
SHLD,False
TYBS,False
DEFA,False
CCRC,False
DESC,False
GNRX,False
TCLD,False
382ESC010,False
